task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version,team_clean,task_type_clean,brief_quality_missing,delivered_at_estimated,sla_days_inferred,delivery_days_actual,hours_spent_low_corrected,billable_hours_estimated,billable_hours_negative_corrected,billable_hours_recalculated,created_month,ai_usage_imputed,rework_hours_corrected,rework_hours_imputed,outcome_score_imputed,revenue_per_hour_temp,cost_per_hour_temp,profit_check,profit_diff,profit_margin_valid,profit_margin,efficiency_ratio_valid,efficiency_ratio,rework_ratio_valid,rework_ratio,cost_per_hour_valid,cost_per_hour,revenue_per_hour_valid,revenue_per_hour,margin_per_hour,delivery_speed_valid,delivery_speed,ai_usage_bin,ai_usage_bin_encoded
T00370,Client_Y,P046,low,Media,release,mid,1,3.0,medium,0,hourly,2025-10-08,2025-10-10,5.0,0,6.51,4.45,0.51,True,3,2,2.82,55.51,377.03,323.64,53.38999999999999,user_097,2025-10-15,in_progress,finalized,JIRA-70920,false,v2,Media,release,0,0,0,2,0,0,0,0,2025-10,0,0,0,0,57.915514592933945,49.714285714285715,53.389999999999986,7.105427357601002e-15,1,0.1416067686921465,1,0.6835637480798772,1,0.43317972350230416,1,49.714285714285715,1,57.915514592933945,8.20122887864823,1,0.4,Medium-High (40-60%),3
T00371,Client_A,P040,high,Media,design,mid,3,3.0,high,0,fixed,2025-10-20,2025-10-24,2.0,1,15.65,11.76,0.29,True,2,1,1.65,69.49,1177.57,777.5,400.07,user_087,2025-10-22,delivered,qa,,true,final,Media,design,0,0,0,4,0,0,0,0,2025-10,0,0,0,0,75.244089456869,49.680511182108624,400.06999999999994,5.684341886080802e-14,1,0.3397420110906358,1,0.7514376996805111,1,0.10543130990415335,1,49.680511182108624,1,75.244089456869,25.56357827476038,1,2.0,Low-Medium (20-40%),2
T00372,Client_G,P061,low,Design,report,senior,1,2.0,high,0,hourly,2025-09-15,2025-09-20,5.0,0,8.47,5.77,0.62,True,1,3,3.71,54.04,712.03,429.13,282.9,user_041,2025-09-15,in_progress,client_review,JIRA-58996,true,v4,Design,report,0,0,0,5,0,0,0,0,2025-09,0,0,0,0,84.06493506493506,50.66469893742621,282.9,0.0,1,0.39731471988539807,1,0.6812278630460448,1,0.4380165289256198,1,50.66469893742621,1,84.06493506493506,33.40023612750885,1,1.0,High (60-80%),4
T00373,Client_H,P013,high,Media,report,junior,2,3.0,low,0,hourly,2025-08-11,2025-08-13,5.0,0,6.73,3.47,0.42,True,1,3,1.78,71.02,317.76,252.47,65.28999999999999,user_068,2025-08-17,in_progress,finalized,JIRA-23561,true,v2,Media,report,0,0,0,2,0,0,0,0,2025-08,0,0,1,0,47.21545319465081,37.51411589895988,65.28999999999999,0.0,1,0.2054695367573011,1,0.5156017830609212,1,0.26448736998514116,1,37.51411589895988,1,47.21545319465081,9.701337295690934,1,0.4,Medium-High (40-60%),3
T00374,Client_G,P017,low,Content,ticket,junior,5,4.0,medium,0,fixed,2025-09-26,2025-10-01,3.0,1,8.42,3.77,0.43,True,2,0,2.6,78.88,761.58,550.98,210.6,user_090,2025-10-05,review,qa,JIRA-73725,false,v4,Content,ticket,0,0,0,5,0,0,0,0,2025-09,0,0,0,0,90.44893111638956,65.43705463182899,210.60000000000002,-2.842170943040401e-14,1,0.27653037107066886,1,0.4477434679334917,1,0.3087885985748219,1,65.43705463182899,1,90.44893111638956,25.011876484560574,1,1.6666666666666667,Medium-High (40-60%),3
T00375,Client_C,P006,mid,Media,ad,mid,3,4.0,medium,0,hourly,2025-07-24,2025-07-30,2.0,1,4.49,2.65,0.25,True,5,1,1.62,70.305,268.56,291.95,-23.389999999999983,user_041,2025-07-27,review,execution,JIRA-20314,true,v3,Media,ad,0,0,0,6,0,0,0,0,2025-07,0,0,0,1,59.812917594654785,65.02227171492204,-23.389999999999986,3.552713678800501e-15,1,-0.08709413166517718,1,0.5902004454342984,1,0.3608017817371938,1,65.02227171492204,1,59.812917594654785,-5.209354120267257,1,3.0,Low-Medium (20-40%),2
T00376,Client_D,P021,mid,Design,Ticket,mid,1,5.0,low,0,fixed,2026-01-12,2026-01-17,3.0,1,1.93,1.4,0.33,True,2,0,0.33848933063057174,75.75,361.1,102.51,258.59000000000003,user_110,2026-01-12,delivered,qa,JIRA-21131,false,v1,Design,ticket,0,0,0,5,0,0,0,0,2026-01,0,1,0,0,187.09844559585494,53.11398963730571,258.59000000000003,0.0,1,0.7161174189975077,1,0.7253886010362695,1,0.17538307286558122,1,53.11398963730571,1,187.09844559585494,133.98445595854923,1,1.6666666666666667,Low-Medium (20-40%),2
T00377,Client_E,P020,low,SEO,design,senior,3,4.0,high,0,fixed,2025-10-26,2025-11-01,5.0,1,14.82,9.44,0.0,False,3,2,0.0,73.69,982.75,897.65,85.10000000000002,user_020,2025-11-01,draft,client_review,JIRA-84205,true,v1,SEO,design,0,0,0,6,0,0,0,0,2025-10,0,0,0,0,66.31241565452092,60.570175438596486,85.10000000000002,0.0,1,0.08659374205036889,1,0.6369770580296895,1,0.0,1,60.570175438596486,1,66.31241565452092,5.742240215924433,1,1.2,Low (0-20%),1
T00378,Client_C,P054,low,Design,report,junior,1,4.0,medium,0,hourly,2025-09-08,2025-09-09,3.0,0,6.17,4.9,0.6,True,3,0,0.73,64.5,529.48,194.02,335.46000000000004,user_063,2025-09-12,in_progress,client_review,JIRA-19233,true,v2,Design,report,0,0,0,1,0,0,0,0,2025-09,0,0,0,0,85.81523500810373,31.445705024311184,335.46000000000004,0.0,1,0.6335650071768528,1,0.794165316045381,1,0.11831442463533225,1,31.445705024311184,1,85.81523500810373,54.369529983792546,1,0.3333333333333333,High (60-80%),4
T00379,Client_G,P030,mid,Content,report,junior,1,1.0,medium,0,hourly,2026-05-06,2026-05-15,7.0,1,6.23,4.76,0.43,True,1,1,1.88,68.145,464.82,336.73,128.08999999999995,user_042,2026-05-13,in_progress,finalized,JIRA-25547,false,v2,Content,report,0,0,0,9,0,0,0,0,2026-05,1,0,0,1,74.60995184590689,54.04975922953451,128.08999999999997,-2.842170943040401e-14,1,0.27556903747687267,1,0.7640449438202246,1,0.3017656500802568,1,54.04975922953451,1,74.60995184590689,20.560192616372383,1,1.2857142857142858,Medium-High (40-60%),3
T00380,Client_E,P012,low,Content,release,senior,2,2.0,high,0,fixed,2025-08-26,2025-09-01,10.0,0,11.46,9.74,0.43,True,3,0,3.45,69.72,1063.35,1155.89,-92.5400000000002,user_059,2025-08-28,review,qa,JIRA-62533,false,v2,Content,release,0,0,0,6,0,0,0,0,2025-08,0,0,0,0,92.78795811518323,100.8630017452007,-92.54000000000019,-1.4210854715202004e-14,1,-0.08702684910894834,1,0.849912739965096,1,0.3010471204188482,1,100.8630017452007,1,92.78795811518323,-8.075043630017475,1,0.6,Medium-High (40-60%),3
T00381,Client_H,P038,low,Media,ad,senior,3,2.0,high,0,fixed,2025-07-11,2025-07-16,5.0,0,14.29,11.14,0.26,True,3,1,4.18,61.29,820.57,933.94,-113.37,user_078,2025-07-13,review,briefing,JIRA-25446,false,v2,Media,ad,0,0,0,5,0,0,0,0,2025-07,0,0,0,0,57.42267319804059,65.35619314205739,-113.37,0.0,1,-0.13816005947085563,1,0.7795661301609518,1,0.2925122463261022,1,65.35619314205739,1,57.42267319804059,-7.933519944016801,1,1.0,Low-Medium (20-40%),2
T00382,Client_A,P041,high,design,ticket,mid,2,3.0,low,1,hourly,2025-07-17,2025-07-20,5.0,0,6.01,4.08,0.5,True,4,0,1.56,89.07,1831.4110826592096,420.92,1410.4910826592095,user_074,2025-07-18,in_progress,execution,JIRA-19736,true,v4,Design,ticket,0,0,0,3,0,0,0,0,2025-07,0,0,0,0,304.72730160718964,70.03660565723794,1410.4910826592095,0.0,1,0.7701662919999238,1,0.6788685524126457,1,0.259567387687188,1,70.03660565723794,1,304.72730160718964,234.6906959499517,1,0.6,Medium-High (40-60%),3
T00383,Client_C,P055,mid,Media,design_task,senior,2,2.0,medium,0,fixed,2026-01-28,2026-02-02,5.0,0,11.33,8.07,0.7,True,6,0,5.23,52.83,822.63,781.92,40.71000000000004,user_089,2026-02-06,delivered,qa,JIRA-37217,true,v2,Media,design,0,0,0,5,0,0,0,0,2026-01,0,0,0,0,72.6063548102383,69.01323918799646,40.710000000000036,7.105427357601002e-15,1,0.049487618978155484,1,0.7122683142100618,1,0.4616063548102383,1,69.01323918799646,1,72.6063548102383,3.5931156222418394,1,1.0,High (60-80%),4
T00384,Client_D,P030,high,Media,ticket,mid,1,3.0,low,1,fixed,2025-11-27,2025-11-29,7.0,0,3.34,1.93,0.29,True,2,0,2.37,49.12,534.05,332.6,201.44999999999996,user_086,2025-12-03,review,client_review,JIRA-18317,true,v1,Media,ticket,0,0,0,2,0,0,0,0,2025-11,0,0,0,0,159.89520958083833,99.5808383233533,201.44999999999993,2.842170943040401e-14,1,0.3772118715476079,1,0.5778443113772456,1,0.7095808383233534,1,99.5808383233533,1,159.89520958083833,60.31437125748502,1,0.2857142857142857,Low-Medium (20-40%),2
T00385,Client_C,P028,mid,Media,ticket,junior,2,5.0,medium,0,value_based,2025-10-27,2025-11-03,7.0,0,4.82,4.25,0.51,True,3,0,0.85,80.62,894.01,218.42,675.59,user_069,2025-11-03,in_progress,execution,JIRA-43172,true,v4,Media,ticket,0,1,0,7,0,0,0,0,2025-10,0,0,0,0,185.47925311203318,45.31535269709543,675.59,0.0,1,0.7556850594512367,1,0.8817427385892116,1,0.1763485477178423,1,45.31535269709543,1,185.47925311203318,140.16390041493776,1,1.0,Medium-High (40-60%),3
T00386,Client_Q,P013,mid,Design,ad_task,senior,3,2.0,medium,0,hourly,2026-05-21,2026-05-28,3.0,1,7.63,4.92,0.2,True,6,0,0.84,71.68,169.4,623.84,-454.44000000000005,user_029,2026-05-27,in_progress,finalized,JIRA-39139,false,v1,Design,ad,0,0,0,7,0,0,0,0,2026-05,0,0,0,0,22.201834862385322,81.76146788990826,-454.44000000000005,0.0,1,-2.682644628099174,1,0.6448230668414154,1,0.11009174311926605,1,81.76146788990826,1,22.201834862385322,-59.559633027522935,1,2.3333333333333335,Low-Medium (20-40%),2
T00387,Client_C,P060,mid,Content,ticket,junior,3,2.0,high,1,hourly,2025-12-29,2026-01-03,5.0,0,7.35,4.64,0.36,True,5,2,4.52,90.84,414.26,445.7,-31.44,user_026,2026-01-06,in_progress,execution,JIRA-39482,false,v4,Content,ticket,0,0,0,5,0,0,0,0,2025-12,0,0,0,0,56.36190476190476,60.63945578231293,-31.439999999999998,-3.552713678800501e-15,1,-0.07589436585719114,1,0.6312925170068027,1,0.6149659863945578,1,60.63945578231293,1,56.36190476190476,-4.277551020408168,1,1.0,Low-Medium (20-40%),2
T00388,Client_G,P018,low,Content,ticket,junior,2,4.0,high,0,fixed,2026-05-03,2026-05-08,3.0,1,7.32,3.01,0.43,True,3,0,3.48,72.12,469.76,421.9,47.860000000000014,user_026,2026-05-08,delivered,execution,JIRA-50743,false,v4,Content,ticket,0,1,0,5,0,0,0,0,2026-05,1,0,0,0,64.17486338797814,57.63661202185792,47.860000000000014,0.0,1,0.10188181198910085,1,0.4112021857923497,1,0.47540983606557374,1,57.63661202185792,1,64.17486338797814,6.538251366120214,1,1.6666666666666667,Medium-High (40-60%),3
T00389,Client_F,P054,low,SEO,release,junior,2,3.0,high,1,fixed,2025-07-04,2025-07-10,7.0,0,13.07,3.06,0.4,True,3,0,1.71,100.0,930.51,2199.4317998741813,-1268.9217998741813,user_039,2025-07-10,in_progress,client_review,JIRA-86953,false,v2,SEO,release,0,0,0,6,0,0,0,0,2025-07,0,0,0,0,71.19433817903595,168.2809334257216,-1268.9217998741813,0.0,1,-1.3636842160473088,1,0.234123947972456,1,0.13083397092578422,1,168.2809334257216,1,71.19433817903595,-97.08659524668565,1,0.8571428571428571,Medium-High (40-60%),3
T00390,Client_L,P025,high,SEO,dev,mid,5,3.0,medium,0,fixed,2026-05-04,2026-05-08,10.0,0,15.87,9.2,0.57,True,4,2,2.55,50.02,2145.46,749.16,1396.3000000000002,user_054,2026-05-07,archived,client_review,JIRA-24438,true,v3,SEO,dev,0,0,0,4,0,0,0,0,2026-05,0,0,0,0,135.18966603654695,47.20604914933838,1396.3000000000002,0.0,1,0.6508161419928594,1,0.5797101449275363,1,0.16068052930056712,1,47.20604914933838,1,135.18966603654695,87.98361688720857,1,0.4,Medium-High (40-60%),3
T00391,Client_D,P004,mid,Content,release,mid,3,4.0,high,0,value_based,2026-03-08,2026-03-12,2.0,1,18.27,13.13,0.21,True,0,1,2.07,80.79,1662.6,1312.2,350.39999999999986,user_090,2026-03-11,in_progress,client_review,JIRA-78867,true,final,Content,release,0,0,0,4,0,0,0,0,2026-03,0,0,0,0,91.00164203612479,71.82266009852218,350.39999999999986,0.0,1,0.21075424034644524,1,0.718664477285167,1,0.11330049261083744,1,71.82266009852218,1,91.00164203612479,19.178981937602614,1,2.0,Low-Medium (20-40%),2
T00392,Client_F,P057,mid,Media,release,mid,4,2.0,medium,0,hourly,2026-02-05,2026-02-10,3.0,1,12.57,9.98,0.31,True,4,1,1.78,56.67,815.45,824.75,-9.299999999999956,user_057,2026-02-13,review,qa,,false,v1,Media,release,0,0,0,5,0,0,0,0,2026-02,1,0,1,0,64.87271280827368,65.61256961018297,-9.299999999999955,-1.7763568394002505e-15,1,-0.01140474584585193,1,0.7939538583929993,1,0.14160700079554495,1,65.61256961018297,1,64.87271280827368,-0.7398568019092977,1,1.6666666666666667,Low-Medium (20-40%),2
T00393,Client_H,P048,mid,Design,report,junior,3,5.0,medium,0,fixed,2026-01-14,2026-01-19,3.0,1,5.85,5.54,0.45,True,3,1,0.0,63.64,1069.53,220.5,849.03,user_084,2026-01-14,delivered,finalized,JIRA-73468,unknown,final,Design,report,0,0,0,5,0,0,0,0,2026-01,0,0,0,0,182.82564102564103,37.69230769230769,849.03,0.0,1,0.7938346750441783,1,0.9470085470085471,1,0.0,1,37.69230769230769,1,182.82564102564103,145.13333333333333,1,1.6666666666666667,Medium-High (40-60%),3
T00394,Client_F,P011,low,Design,dev,mid,3,5.0,high,0,hourly,2026-01-30,2026-02-03,5.0,0,13.49,13.49,0.69,True,2,1,1.93,67.77,1779.84,1042.24,737.5999999999999,user_022,2026-02-04,review,finalized,JIRA-70503,unknown,v3,Design,dev,0,0,0,4,0,0,0,0,2026-01,0,0,0,0,131.93773165307636,77.26019273535952,737.5999999999999,0.0,1,0.4144192736425746,1,1.0,1,0.1430689399555226,1,77.26019273535952,1,131.93773165307636,54.67753891771683,1,0.8,High (60-80%),4
T00395,Client_H,P037,low,Content,dev,junior,2,1.0,medium,0,fixed,2026-01-11,2026-01-14,2.0,1,24.38,15.22,0.25,True,2,0,0.0,77.54,1082.9,1097.99,-15.089999999999918,user_063,2026-01-20,in_progress,briefing,JIRA-42691,false,v3,Content,dev,0,0,0,3,0,0,0,0,2026-01,0,0,0,0,44.417555373256775,45.03650533223954,-15.089999999999918,0.0,1,-0.013934804691107135,1,0.6242821985233798,1,0.0,1,45.03650533223954,1,44.417555373256775,-0.6189499589827676,1,1.5,Low-Medium (20-40%),2
T00396,Client_A,P063,mid,Design,ticket,mid,1,2.0,medium,0,fixed,2025-07-08,2025-07-14,3.0,1,12.66,9.11,0.35,True,6,3,0.99,45.91,447.01,574.93,-127.91999999999996,user_053,2025-07-17,in_progress,qa,JIRA-90452,true,v3,Design,ticket,0,0,0,6,0,0,0,0,2025-07,0,0,0,0,35.308846761453395,45.413112164297,-127.91999999999996,0.0,1,-0.28616809467349713,1,0.7195892575039494,1,0.07819905213270142,1,45.413112164297,1,35.308846761453395,-10.104265402843602,1,2.0,Low-Medium (20-40%),2
T00397,Client_H,P036,mid,content,design,junior,5,1.0,high,0,fixed,2026-02-19,2026-02-24,5.0,0,19.43,11.97,0.24,True,4,2,6.75,61.71,1507.34,1228.45,278.8899999999999,user_004,2026-02-26,delivered,execution,JIRA-68848,false,v4,Content,design,0,0,0,5,0,0,0,0,2026-02,0,0,0,0,77.57797220792588,63.22439526505404,278.8899999999999,0.0,1,0.1850212957925882,1,0.6160576428203809,1,0.3474009264024704,1,63.22439526505404,1,77.57797220792588,14.35357694287184,1,1.0,Low-Medium (20-40%),2
T00398,Client_B,P037,mid,SEO ,article,senior,3,3.0,high,0,hourly,2026-02-24,2026-02-28,5.0,0,13.8,13.11,0.52,True,5,0,2.54,80.88,1471.16,1070.71,400.4500000000001,user_060,2026-02-28,review,qa,JIRA-71617,true,v3,SEO,article,0,0,0,4,0,0,0,0,2026-02,0,0,0,0,106.60579710144927,77.58768115942028,400.45000000000005,5.684341886080802e-14,1,0.2722001685744583,1,0.95,1,0.18405797101449275,1,77.58768115942028,1,106.60579710144927,29.018115942028984,1,0.8,Medium-High (40-60%),3
T00399,Client_E,P063,low,SEO,report,junior,1,3.0,medium,0,hourly,2025-12-21,2025-12-28,5.0,1,12.39,12.29,0.21,True,4,0,0.87,67.65,1279.04,475.25,803.79,user_041,2025-12-26,review,execution,JIRA-83409,false,v4,SEO,report,0,0,0,7,0,0,0,0,2025-12,0,0,0,0,103.23163841807909,38.357546408393866,803.79,0.0,1,0.6284322616962722,1,0.9919289749798224,1,0.07021791767554479,1,38.357546408393866,1,103.23163841807909,64.87409200968523,1,1.4,Low-Medium (20-40%),2
T00400,Client_G,P015,mid,SEO,release,mid,5,4.0,medium,0,hourly,2026-01-27,2026-02-04,10.0,0,30.52,18.99,0.22,True,2,1,2.29,75.48,1747.66,2118.01,-370.35000000000014,user_024,2026-02-03,review,qa,,true,v1,SEO,release,0,0,0,8,0,0,0,0,2026-01,0,0,0,0,57.26277850589778,69.39744429882046,-370.35000000000014,0.0,1,-0.21191192794937236,1,0.6222149410222805,1,0.07503276539973788,1,69.39744429882046,1,57.26277850589778,-12.134665792922682,1,0.8,Low-Medium (20-40%),2
T00401,Client_H,P012,low,Media,article,senior,3,4.0,low,1,hourly,2026-02-07,2026-02-10,2.0,1,10.83,7.58,0.0,False,2,0,4.36,77.52,743.19,608.13,135.06000000000006,user_082,2026-02-09,in_progress,qa,JIRA-53124,true,v3,Media,article,0,0,0,3,0,0,0,0,2026-02,0,0,0,0,68.62326869806094,56.152354570637115,135.06000000000006,0.0,1,0.18173010939329115,1,0.6999076638965835,1,0.40258541089566025,1,56.152354570637115,1,68.62326869806094,12.470914127423825,1,1.5,Low (0-20%),1
T00402,Client_A,P028,mid,Design,ad,mid,3,3.0,low,0,hourly,2025-12-06,2025-12-09,2.0,1,12.27,7.9,0.2,True,4,1,0.0,64.48,602.34,569.32,33.01999999999998,user_116,2025-12-06,delivered,client_review,JIRA-44824,false,final,Design,ad,0,0,0,3,0,0,0,0,2025-12,0,0,0,0,49.090464547677264,46.39934800325999,33.01999999999998,0.0,1,0.05481953713849318,1,0.6438467807660962,1,0.0,1,46.39934800325999,1,49.090464547677264,2.6911165444172767,1,1.5,Low-Medium (20-40%),2
T00403,Client_A,P035,mid,SEO,release,senior,3,3.0,medium,0,value_based,2026-02-09,2026-02-12,3.0,1,7.8,4.51,0.0,False,3,0,2.3,84.01,1937.84,678.43,1259.41,user_057,2026-02-09,delivered,qa,JIRA-72002,true,v4,SEO,release,0,0,0,3,0,0,0,0,2026-02,0,0,0,0,248.44102564102565,86.97820512820512,1259.4099999999999,2.2737367544323206e-13,1,0.649904016843496,1,0.5782051282051281,1,0.2948717948717949,1,86.97820512820512,1,248.44102564102565,161.46282051282054,1,1.0,Low (0-20%),1
T00404,Client_G,P022,high,Content,report,senior,3,5.0,high,0,fixed,2025-12-05,2025-12-11,7.0,0,8.08,4.5,0.25,True,3,1,1.73,83.89,1481.2,601.39,879.8100000000001,user_049,2025-12-12,review,client_review,,true,v1,Content,report,0,0,0,6,0,0,0,0,2025-12,0,0,0,0,183.31683168316832,74.42945544554455,879.8100000000001,0.0,1,0.5939846070753443,1,0.556930693069307,1,0.2141089108910891,1,74.42945544554455,1,183.31683168316832,108.88737623762377,1,0.8571428571428571,Low-Medium (20-40%),2
T00405,Client_E,P040,mid,SEO,release,mid,3,3.0,low,1,hourly,2026-03-17,2026-03-22,5.0,0,28.76,15.98,0.0,False,4,1,1.66,63.69,1996.67,1415.33,581.3400000000001,user_046,2026-03-22,in_progress,client_review,JIRA-81194,false,final,SEO,release,0,0,0,5,0,0,0,0,2026-03,0,0,0,0,69.42524339360223,49.21175243393602,581.3400000000001,0.0,1,0.2911547726965398,1,0.5556328233657858,1,0.05771905424200278,1,49.21175243393602,1,69.42524339360223,20.21349095966621,1,1.0,Low (0-20%),1
T00406,Client_A,P028,low,SEO,design,mid,4,3.0,medium,0,hourly,2025-12-20,2025-12-25,7.0,0,12.95,11.23,0.19,True,3,0,0.79,45.77,1194.44,956.37,238.07000000000005,user_108,2025-12-20,delivered,qa,JIRA-10181,true,final,SEO,design,0,0,0,5,0,0,0,0,2025-12,0,0,0,0,92.23474903474904,73.85096525096526,238.07000000000005,0.0,1,0.19931516024245674,1,0.8671814671814673,1,0.06100386100386101,1,73.85096525096526,1,92.23474903474904,18.383783783783784,1,0.7142857142857143,Low (0-20%),1
T00407,Client_A,P029,mid,Design,article,mid,3,3.0,medium,0,hourly,2025-10-02,2025-10-06,5.0,0,12.18,8.374766355140187,0.27,True,1,1,1.86,74.98,686.25,756.15,-69.89999999999998,user_087,2025-10-10,review,briefing,JIRA-68627,true,v1,Design,article,0,0,0,4,0,1,0,0,2025-10,0,0,0,0,56.34236453201971,62.08128078817734,-69.89999999999998,0.0,1,-0.10185792349726773,1,0.6875834445927904,1,0.15270935960591134,1,62.08128078817734,1,56.34236453201971,-5.73891625615763,1,0.8,Low-Medium (20-40%),2
T00408,Client_E,P047,mid,Design,ticket,mid,3,4.0,low,0,hourly,2025-12-04,2025-12-09,5.0,0,5.39,2.51,0.34,True,6,0,2.32,88.08,207.01,375.45,-168.44,user_032,2025-12-12,review,client_review,JIRA-69625,false,final,Design,ticket,0,0,0,5,0,0,0,0,2025-12,0,0,0,0,38.40630797773655,69.65677179962894,-168.44,0.0,1,-0.8136804985266413,1,0.46567717996289426,1,0.43042671614100186,1,69.65677179962894,1,38.40630797773655,-31.25046382189239,1,1.0,Low-Medium (20-40%),2
T00409,Client_C,P020,mid,SEO,artcle,mid,4,1.0,medium,0,hourly,2026-05-05,2026-05-14,3.0,1,22.57,17.3,0.3,True,2,4,4.62,55.52,1760.06,1425.1,334.96000000000004,user_040,2026-05-06,in_progress,execution,JIRA-42580,false,v3,SEO,article,0,0,0,9,0,0,0,0,2026-05,1,0,0,0,77.98227735932653,63.14133805937084,334.96000000000004,0.0,1,0.1903116939195255,1,0.76650420912716,1,0.204696499778467,1,63.14133805937084,1,77.98227735932653,14.840939299955693,1,3.0,Low-Medium (20-40%),2
T00410,Client_D,P027,high,Media,report,mid,3,4.0,medium,0,fixed,2026-01-12,2026-01-16,7.0,0,10.24,10.24,0.23,True,3,0,1.17,71.75,1442.95,798.84,644.11,user_119,2026-01-21,review,execution,JIRA-31197,unknown,v3,Media,report,0,0,0,4,0,0,0,0,2026-01,0,0,0,0,140.9130859375,78.01171875,644.11,0.0,1,0.4463841435947192,1,1.0,1,0.11425781249999999,1,78.01171875,1,140.9130859375,62.9013671875,1,0.5714285714285714,Low-Medium (20-40%),2
T00411,Client_G,P018,high,Content,report,junior,2,1.0,low,0,fixed,2026-04-30,2026-05-04,2.0,1,18.77,7.72,0.0,False,2,1,4.05,65.62,1180.43,999.7,180.73,user_004,2026-05-08,in_progress,client_review,JIRA-94690,false,v3,Content,report,0,0,0,4,0,0,0,0,2026-04,0,0,0,0,62.889184869472565,53.2605221097496,180.73000000000002,-2.842170943040401e-14,1,0.15310522436739152,1,0.4112946190729888,1,0.21576984549813533,1,53.2605221097496,1,62.889184869472565,9.628662759722964,1,2.0,Low (0-20%),1
T00412,Client_D,P061,high,Design,dev,mid,3,3.0,high,0,hourly,2025-09-10,2025-09-15,7.0,0,39.29,19.82,0.51,True,4,2,3.55,68.66,1768.27,1884.17,-115.90000000000008,user_078,2025-09-18,review,finalized,JIRA-77207,unknown,v3,Design,dev,0,0,0,5,0,0,0,0,2025-09,0,0,0,0,45.005599389157545,47.95545940442861,-115.90000000000009,1.4210854715202004e-14,1,-0.06554428905088028,1,0.5044540595571393,1,0.09035377958768134,1,47.95545940442861,1,45.005599389157545,-2.9498600152710637,1,0.7142857142857143,Medium-High (40-60%),3
T00413,Client_B,P052,low,Media,article,junior,3,2.0,medium,0,fixed,2026-03-08,2026-03-13,3.0,1,15.29,12.88,0.31,True,1,2,1.94,35.42,4714.511586712931,700.74,4013.771586712931,user_119,2026-03-14,in_progress,execution,JIRA-51114,true,v3,Media,article,0,0,0,5,0,0,0,0,2026-03,0,0,0,0,308.3395413154304,45.82995421844343,4013.771586712931,0.0,1,0.8513653032532745,1,0.8423806409417921,1,0.12688031393067364,1,45.82995421844343,1,308.3395413154304,262.50958709698693,1,1.6666666666666667,Low-Medium (20-40%),2
T00414,Client_E,P062,low,Media,report,mid,4,1.0,high,0,hourly,2026-05-05,2026-05-11,5.0,1,24.12,20.45,0.49,True,4,0,4.39,62.87,2081.61,1783.02,298.59000000000015,user_009,2026-05-10,review,client_review,JIRA-31093,false,final,Media,report,0,0,0,6,0,0,0,0,2026-05,0,0,0,0,86.30223880597015,73.9228855721393,298.59000000000015,0.0,1,0.14344185510254087,1,0.8478441127694858,1,0.1820066334991708,1,73.9228855721393,1,86.30223880597015,12.379353233830855,1,1.2,Medium-High (40-60%),3
T00415,Client_E,P028,low,Design,release,junior,2,5.0,medium,0,fixed,2026-01-17,2026-01-20,2.0,1,8.3,6.81,0.4,True,3,2,0.62,58.55,1016.3,502.28,514.02,user_005,2026-01-26,in_progress,finalized,,true,v3,Design,release,0,0,0,3,0,0,0,0,2026-01,0,0,0,0,122.44578313253011,60.5156626506024,514.02,0.0,1,0.5057758535865394,1,0.8204819277108433,1,0.07469879518072288,1,60.5156626506024,1,122.44578313253011,61.93012048192771,1,1.5,Medium-High (40-60%),3
T00416,Client_A,P013,high,Content,dev,junior,5,5.0,low,0,value_based,2025-11-28,2025-12-01,3.0,0,8.15,5.86,0.4,True,5,2,2.76,59.17,2873.99,501.68,2372.31,user_063,2025-11-28,in_progress,execution,JIRA-87874,true,v2,Content,dev,0,0,0,3,0,0,0,0,2025-11,0,0,0,0,352.63680981595087,61.55582822085889,2372.31,0.0,1,0.8254412854602835,1,0.7190184049079754,1,0.3386503067484662,1,61.55582822085889,1,352.63680981595087,291.080981595092,1,1.0,Medium-High (40-60%),3
T00417,Client_A,P036,mid,Content,ticket,junior,3,2.0,low,0,fixed,2025-08-26,2025-08-30,2.0,1,5.72,3.64,0.47,True,1,1,2.6,78.77,804.85,310.65,494.2000000000001,user_105,2025-09-04,blocked,briefing,JIRA-82282,false,final,Content,ticket,0,0,0,4,0,0,0,0,2025-08,0,0,0,0,140.70804195804197,54.30944055944056,494.20000000000005,5.684341886080802e-14,1,0.614027458532646,1,0.6363636363636365,1,0.4545454545454546,1,54.30944055944056,1,140.70804195804197,86.39860139860141,1,2.0,Medium-High (40-60%),3
